path,type,status,purpose_short,current_mainline_related,module,inputs,outputs,called_by,calls,safe_to_modify,safe_to_delete,sensitive,evidence_summary,confidence,notes
docs/SEMLAYOUTDIFF_NATIVE_TAXONOMY_V2.md,Markdown,doc,Project documentation or runbook.,False,documentation,,,,,"yes, if you understand the module",ask first,False,Heading/comment: # SemLayoutDiff Native Taxonomy V2,high,
docs/SEMLAYOUTDIFF_OFFICIAL_TAXONOMY_FROM_SOURCE.md,Markdown,doc,Project documentation or runbook.,False,documentation,,,,,"yes, if you understand the module",ask first,False,Heading/comment: # SemLayoutDiff Official Taxonomy From Source | Contains `metadata`.,high,
docs/SEMLAYOUTDIFF_SOURCE_CONTRACT.md,Markdown,doc,Project documentation or runbook.,False,documentation,,,,,"yes, if you understand the module",ask first,False,Heading/comment: # SemLayoutDiff Source Contract,high,
docs/SEMLAYOUTDIFF_SOURCE_REUSE_MAP.md,Markdown,doc,Project documentation or runbook.,False,documentation,,,,,"yes, if you understand the module",ask first,False,Heading/comment: # SemLayoutDiff Source Reuse Map | Contains `metadata`.,high,
docs/SEMLAYOUTDIFF_VISUALIZATION_PIPELINE_DEEP_AUDIT.md,Markdown,doc,Project documentation or runbook.,False,documentation,,,,,"yes, if you understand the module",ask first,False,Heading/comment: # SemLayoutDiff Visualization Pipeline Deep Audit | Contains `metadata`.,high,
docs/SEMLAYOUTDIFF_VISUALIZATION_REFERENCE.md,Markdown,doc,Project documentation or runbook.,False,documentation,,,,,"yes, if you understand the module",ask first,False,Heading/comment: # SemLayoutDiff Visualization Reference | Contains `metadata`.,high,
docs/SERVER_DRY_RUN.md,Markdown,doc,Project documentation or runbook.,False,documentation,--env-file,--report; reports/,,,"yes, if you understand the module",ask first,False,Heading/comment: # Server Dry-run | Contains `DiffSynth`.,high,
docs/THIRD_PARTY_SOURCE_REUSE_POLICY.md,Markdown,doc,Project documentation or runbook.,False,documentation,,,,,"yes, if you understand the module",ask first,False,Heading/comment: # Third-Party Source Reuse Policy,high,
docs/TRAINING_CATEGORY_AND_PALETTE_REGISTRY.md,Markdown,doc,Project documentation or runbook.,False,documentation,,,,,"yes, if you understand the module",ask first,False,Heading/comment: # Training Category and Palette Registry,high,
eval/convert_to_eval_representation.py,Python,script,Python converter script.,False,root / miscellaneous,,--output; write_text,,__future__; argparse; json; pathlib,"yes, if you understand the module",ask first,False,"Heading/comment: #!/usr/bin/env python | Definitions: load_json, convert, main | Contains argparse CLI entrypoint. | Contains script main guard. | Contains `schema_version`. | Contains `metadata`. | Contains `LoState`.",high,
eval/eval_editing.py,Python,script,Python evaluation script.,False,root / miscellaneous,,--output; write_text,,__future__; argparse; json; pathlib,"yes, if you understand the module",ask first,False,Heading/comment: #!/usr/bin/env python | Definitions: main | Contains argparse CLI entrypoint. | Contains script main guard.,high,
eval/eval_geometry.py,Python,script,Python evaluation script.,False,root / miscellaneous,,--output; write_text,,__future__; argparse; json; pathlib,"yes, if you understand the module",ask first,False,Heading/comment: #!/usr/bin/env python | Definitions: main | Contains argparse CLI entrypoint. | Contains script main guard.,high,
eval/eval_reflection.py,Python,script,Python evaluation script.,False,root / miscellaneous,,--output; write_text,,__future__; argparse; json; pathlib,"yes, if you understand the module",ask first,False,"Heading/comment: #!/usr/bin/env python | Definitions: issue_count, main | Contains argparse CLI entrypoint. | Contains script main guard. | Contains `LoReview`.",high,
eval/eval_semantic.py,Python,script,Python evaluation script.,False,root / miscellaneous,,--output; write_text,,__future__; argparse; json; pathlib,"yes, if you understand the module",ask first,False,Heading/comment: #!/usr/bin/env python | Definitions: main | Contains argparse CLI entrypoint. | Contains script main guard.,high,
eval/eval_usability.py,Python,script,Python evaluation script.,False,root / miscellaneous,,--output; write_text,,__future__; argparse; json; pathlib,"yes, if you understand the module",ask first,False,Heading/comment: #!/usr/bin/env python | Definitions: main | Contains argparse CLI entrypoint. | Contains script main guard.,high,
eval/summarize_tables.py,Python,script,Python module or utility script.,False,root / miscellaneous,,--output,,__future__; argparse; csv; json; pathlib,"yes, if you understand the module",ask first,False,Heading/comment: #!/usr/bin/env python | Definitions: main | Contains argparse CLI entrypoint. | Contains script main guard.,high,
examples/toy_editroom/edit_0001/after_layout.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
examples/toy_editroom/edit_0001/before_layout.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
examples/toy_editroom/edit_0001/edit_instruction.json,JSON,legacy,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,ask first,ask first,False,Contains `schema_version`.,high,
examples/toy_samples/arch_condition.png,image artifact,generated,Generated or example image artifact.,False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
examples/toy_samples/architecture_v1.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
examples/toy_samples/bad_layout.png,image artifact,generated,Generated or example image artifact.,False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
examples/toy_samples/control_mask.png,image artifact,generated,Generated or example image artifact.,False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
examples/toy_samples/controlnet_repair_v1/.gitkeep,unknown/binary,generated,Purpose not confidently identified from content; needs review.,False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,No readable text content or unsupported binary format.,high,NEEDS_REVIEW: purpose not fully confirmed.
examples/toy_samples/controlnet_repair_v1/train.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `control_mask`.,high,
examples/toy_samples/controlnet_sample_v1.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `control_mask`.,high,
examples/toy_samples/eval_representation_v1.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
examples/toy_samples/goal_lostate_v1.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
examples/toy_samples/loreview_from_image.json,JSON,legacy,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,ask first,ask first,False,Contains `schema_version`. | Contains `action_type`.,high,
examples/toy_samples/loreview_v1.json,JSON,legacy,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,ask first,ask first,False,Contains `schema_version`. | Contains `action_type`.,high,
examples/toy_samples/mask_spec_old_new_union_v1.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
examples/toy_samples/mask_spec_v1.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
examples/toy_samples/masks/bed_1.png,image artifact,generated,Generated or example image artifact.,False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
examples/toy_samples/masks/chair_1.png,image artifact,generated,Generated or example image artifact.,False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
examples/toy_samples/masks/nightstand_1.png,image artifact,generated,Generated or example image artifact.,False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
examples/toy_samples/observed_from_image.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
examples/toy_samples/observed_lostate_v1.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`. | Contains `metadata`.,high,
examples/toy_samples/perturbations.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
examples/toy_samples/planner_sft_manifest.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
examples/toy_samples/prompt_package_from_builder.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
examples/toy_samples/prompt_package_v1.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Contains `schema_version`.,high,
examples/toy_samples/repairplan_v1.json,JSON,legacy,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,ask first,ask first,False,Contains `schema_version`. | Contains `action_type`. | Contains `mask_spec`.,high,
examples/toy_samples/target_layout.png,image artifact,generated,Generated or example image artifact.,False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Binary image artifact; indexed by path/type only.,high,
examples/toy_semlayoutdiff/room_0001/room_meta.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
examples/toy_semlayoutdiff/room_0001/semantic_objects.json,JSON,generated,"Structured data, manifest, example, configuration, or report artifact.",False,toy examples,,,,,no,usually yes only for regenerated artifacts,False,Readable text; no strong structural markers in first scan.,high,
experiments/closed_loop_1k/.gitkeep,unknown/binary,generated,Purpose not confidently identified from content; needs review.,False,root / miscellaneous,,,,,no,usually yes only for regenerated artifacts,False,No readable text content or unsupported binary format.,high,NEEDS_REVIEW: purpose not fully confirmed.
